date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:55:27	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-547c67333795c%22	https://www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont.ttf?v=4.7.0	www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont3e6e.ttf	(from https://www.pearlthemes.com/html/antarctica/css/font-awesome.min.css)
10:55:28	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-547c673cff3bb%22	https://www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont.woff2?v=4.7.0	www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont3e6e.html	(from https://www.pearlthemes.com/html/antarctica/css/font-awesome.min.css)
10:55:29	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22822-547c68d074449%22	https://www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icon.eot	www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icon.eot	(from https://www.pearlthemes.com/html/antarctica/js/flexslider/flexslider.css)
10:55:30	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22822-547c68d074449%22	https://www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icon.eot?	www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icond41d.eot	(from https://www.pearlthemes.com/html/antarctica/js/flexslider/flexslider.css)
10:55:31	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-547c6733f8f18%22	https://www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont.svg?v=4.7.0	www.pearlthemes.com/html/antarctica/fonts/fontawesome-webfont3e6e.svg	(from https://www.pearlthemes.com/html/antarctica/css/font-awesome.min.css)
10:55:31	1268/1268	---M--	200	added ('OK')	application/x-font-woff	etag:%224f4-547c68d254005%22	https://www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icon.woff	www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icon.woff	(from https://www.pearlthemes.com/html/antarctica/js/flexslider/flexslider.css)
10:55:32	1892/1892	---M--	200	added ('OK')	application/x-font-ttf	etag:%22764-547c68d1c33a1%22	https://www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icon.ttf	www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icon.ttf	(from https://www.pearlthemes.com/html/antarctica/js/flexslider/flexslider.css)
10:55:33	2334/2334	---M--	200	added ('OK')	image/svg+xml	etag:%2291e-547c68d0bef97%22	https://www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icon.svg	www.pearlthemes.com/html/antarctica/js/flexslider/fonts/flexslider-icon.svg	(from https://www.pearlthemes.com/html/antarctica/js/flexslider/flexslider.css)
10:55:34	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-547c68dbbc6f3%22	https://www.pearlthemes.com/html/antarctica/js/owl.carousel/assets/owl.video.play.png	www.pearlthemes.com/html/antarctica/js/owl.carousel/assets/owl.video.play.png	(from https://www.pearlthemes.com/html/antarctica/js/owl.carousel/assets/owl.carousel.min.css)
10:55:35	5840/5840	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2216d0-547c68df18896%22	https://www.pearlthemes.com/html/antarctica/js/lightcase/fonts/lightcase.eot?55356177	www.pearlthemes.com/html/antarctica/js/lightcase/fonts/lightcaseeead.eot	(from https://www.pearlthemes.com/html/antarctica/js/lightcase/css/lightcase.css)
10:55:36	3160/3160	---M--	200	added ('OK')	application/x-font-woff	etag:%22c58-547c68e0e401b%22	https://www.pearlthemes.com/html/antarctica/js/lightcase/fonts/lightcase.woff?55356177	www.pearlthemes.com/html/antarctica/js/lightcase/fonts/lightcaseeead.woff	(from https://www.pearlthemes.com/html/antarctica/js/lightcase/css/lightcase.css)
10:55:37	5668/5668	---M--	200	added ('OK')	application/x-font-ttf	etag:%221624-547c68e062db6%22	https://www.pearlthemes.com/html/antarctica/js/lightcase/fonts/lightcase.ttf?55356177	www.pearlthemes.com/html/antarctica/js/lightcase/fonts/lightcaseeead.ttf	(from https://www.pearlthemes.com/html/antarctica/js/lightcase/css/lightcase.css)
10:55:38	2782/2782	---M--	200	added ('OK')	image/svg+xml	etag:%22ade-547c68df57094%22	https://www.pearlthemes.com/html/antarctica/js/lightcase/fonts/lightcase.svg?55356177	www.pearlthemes.com/html/antarctica/js/lightcase/fonts/lightcaseeead.svg	(from https://www.pearlthemes.com/html/antarctica/js/lightcase/css/lightcase.css)
10:55:39	1148/1148	---M--	200	added ('OK')	image/png	etag:%2247c-547c675352c72%22	https://www.pearlthemes.com/html/antarctica/images/search-lense.png	www.pearlthemes.com/html/antarctica/images/search-lense.png	(from https://www.pearlthemes.com/html/antarctica/css/main.css)
10:55:41	119377/119377	---M--	200	added ('OK')	image/jpeg	etag:%221d251-547c6756c324e%22	https://www.pearlthemes.com/html/antarctica/images/sub-header-bg.jpg	www.pearlthemes.com/html/antarctica/images/sub-header-bg.jpg	(from https://www.pearlthemes.com/html/antarctica/css/main.css)
10:55:41	9385/9385	---M--	200	added ('OK')	image/jpeg	etag:%2224a9-547c67e69ecf2%22	https://www.pearlthemes.com/html/antarctica/images/home/counter-bg-1.jpg	www.pearlthemes.com/html/antarctica/images/home/counter-bg-1.jpg	(from https://www.pearlthemes.com/html/antarctica/css/main.css)
10:55:42	12846/12846	---M--	200	added ('OK')	image/jpeg	etag:%22322e-547c67e5042ac%22	https://www.pearlthemes.com/html/antarctica/images/home/counter-bg-2.jpg	www.pearlthemes.com/html/antarctica/images/home/counter-bg-2.jpg	(from https://www.pearlthemes.com/html/antarctica/css/main.css)
